,name,coin,supply,mcap,price
0,Bitcoin,BTC,19133556,386397924400,20194.77845
1,Ethereum,ETH,122131426,183395206574,1501.62176
2,Tether,USDT,67549664915,67554553738,1.00007
3,USD Coin,USDC,52212562312,52220337195,1.00015
4,BNB,BNB,161337261,45732354376,283.45811
5,Binance USD,BUSD,19294808592,19295162059,1.00002
6,XRP,XRP,49537223666,16658999780,0.33629
7,Cardano,ADA,33739028516,15113787024,0.44796
8,Solana,SOL,349381481,11147088718,31.90521
9,Dogecoin,DOGE,132670764300,8470778746,0.06385
10,Polkadot,DOT,1110841261,7813190727,7.03358
11,Dai,DAI,6945922251,6946728796,1.00012
12,Polygon,MATIC,8482124683,6860373921,0.8088
13,Shiba Inu,SHIB,549063278876302,6751681525,1e-05
14,Avalanche,AVAX,285037138,5869956684,20.59366
15,TRON,TRX,92389417771,5775747809,0.06252
16,Wrapped Bitcoin,WBTC,247761,5002514687,20190.88834
17,UNUS SED LEO,LEO,953954130,4889997723,5.12603
18,Uniswap,UNI,745580813,4564306673,6.12181
19,Ethereum Classic,ETC,136554384,4563837430,33.42139
20,Litecoin,LTC,71036019,3753588719,52.84064
21,FTX Token,FTT,134330778,3490415529,25.98374
22,Chainlink,LINK,491599970,3233182178,6.57686
23,Cosmos,ATOM,286370297,3149488275,10.99796
24,Cronos,CRO,25263013692,3061335356,0.12118
25,NEAR Protocol,NEAR,770904787,3035337407,3.93737
26,Stellar,XLM,25277522066,2656080976,0.10508
27,Monero,XMR,18166453,2620997546,144.27679
28,Bitcoin Cash,BCH,19156869,2231900047,116.50652
29,Algorand,ALGO,6898656731,1982289266,0.28734
30,Flow,FLOW,1036200000,1962909211,1.89433
31,VeChain,VET,72511146418,1785793420,0.02463
32,Filecoin,FIL,270064884,1564582541,5.79336
33,Internet Computer,ICP,255839758,1557137581,6.08638
34,EOS,EOS,999008864,1497732381,1.49922
35,ApeCoin,APE,306875000,1468612412,4.7857
36,Decentraland,MANA,1852413497,1437298968,0.77591
37,The Sandbox,SAND,1473270110,1418585458,0.96288
38,Chiliz,CHZ,6000386953,1335164667,0.22251
39,Tezos,XTZ,906774336,1333439437,1.47053
40,Hedera,HBAR,21084776584,1332441495,0.06319
41,Elrond,EGLD,23057896,1220212606,52.91951
42,Quant,QNT,12072738,1200093420,99.40524
43,Aave,AAVE,13994787,1155843399,82.591
44,Theta Network,THETA,1000000000,1133433361,1.13343
45,Axie Infinity,AXS,83008439,1128918048,13.60004
46,TrueUSD,TUSD,1096377229,1096889958,1.00047
47,Bitcoin SV,BSV,19153258,1003165274,52.3757
48,OKB,OKB,60000000,965767889,16.09613
49,Pax Dollar,USDP,945642940,944148877,0.99842
50,Zcash,ZEC,15133006,930610967,61.49545
51,KuCoin Token,KCS,98379861,906329816,9.21255
52,BitTorrent-New,BTT,937418500000000,815574944,0.0
53,Huobi Token,HT,153357694,782733151,5.10397
54,IOTA,MIOTA,2779530283,780010027,0.28063
55,Maker,MKR,977631,757727485,775.06491
56,Helium,HNT,124838712,753522245,6.03597
57,USDD,USDD,741075891,741237451,1.00022
58,Klaytn,KLAY,3012634799,719403411,0.2388
59,The Graph,GRT,6900000000,716198928,0.1038
60,eCash,XEC,19153473423303,710560936,4e-05
61,Fantom,FTM,2545006273,702518248,0.27604
62,Neutrino USD,USDN,685526865,672508799,0.98101
63,Synthetix,SNX,234503573,648101202,2.76372
64,THORChain,RUNE,330688061,647419835,1.9578
65,Neo,NEO,70538831,646552289,9.16591
66,PAX Gold,PAXG,340090,588356925,1730.0036
67,Curve DAO Token,CRV,527144100,554449998,1.0518
68,PancakeSwap,CAKE,144142628,548487020,3.80517
69,Lido DAO,LDO,312951154,524874334,1.67718
70,Nexo,NEXO,560000011,521178482,0.93068
71,Basic Attention Token,BAT,1498344316,509157954,0.33981
72,Waves,WAVES,109170094,497471586,4.55685
73,Dash,DASH,10886435,490721028,45.07638
74,Stacks,STX,1330942822,485505343,0.36478
75,Zilliqa,ZIL,13218533623,485302282,0.03671
76,Loopring,LRC,1330119710,476225596,0.35803
77,Enjin Coin,ENJ,896399956,459894378,0.51305
78,Mina,MINA,650518250,427281534,0.65683
79,Fei USD,FEI,424996178,419835892,0.98786
80,Kava,KAVA,250874925,416816017,1.66145
81,STEPN,GMT,600000000,415748657,0.69291
82,Bitcoin Gold,BTG,17513924,408978118,23.3516
83,Trust Wallet Token,TWT,416649900,407816587,0.9788
84,Decred,DCR,14299344,406900617,28.45589
85,NEM,XEM,8999999999,402333105,0.0447
86,Gnosis,GNO,2579588,392203529,152.04115
87,Kusama,KSM,8470098,386503584,45.63154
88,1inch Network,1INCH,581011047,382849816,0.65894
89,Arweave,AR,33394701,375474802,11.24354
90,Celo,CELO,456611349,374454009,0.82007
91,Holo,HOT,173342974127,358887200,0.00207
92,Gala,GALA,6977205436,353643147,0.05069
93,Ankr,ANKR,9662899378,350524358,0.03628
94,Convex Finance,CVX,67068758,347759665,5.18512
95,XDC Network,XDC,12305012699,341120865,0.02772
96,GateToken,GT,78486112,340810535,4.3423
97,Compound,COMP,7218898,337172096,46.70687
98,yearn.finance,YFI,36638,327663528,8943.27005
99,Theta Fuel,TFUEL,5301214400,326994289,0.06168
100,Oasis Network,ROSE,5027383223,326182504,0.06488
101,Qtum,QTUM,104304725,324930129,3.1152
102,Kyber Network Crystal v2,KNC,177809350,316017053,1.77728
103,Gemini Dollar,GUSD,317897107,313882438,0.98737
104,Kadena,KDA,198047245,313699763,1.58396
105,IoTeX,IOTX,9540779324,307425576,0.03222
106,Ravencoin,RVN,10473290000,306775453,0.02929
107,Amp,AMP,42227702186,279954253,0.00663
108,BORA,BORA,927500000,269285590,0.29033
109,Livepeer,LPT,24494993,260030520,10.61566
110,Harmony,ONE,12440729399,252946639,0.02033
111,Symbol,XYM,5582460005,252679897,0.04526
112,OMG Network,OMG,140245398,252211999,1.79836
113,Balancer,BAL,43127774,251870827,5.84011
114,0x,ZRX,847496055,250906376,0.29606
115,TerraClassicUSD,USTC,9815492459,250150747,0.02549
116,Ethereum Name Service,ENS,20244862,246612455,12.18148
117,Flux,FLUX,258221026,246539084,0.95476
118,JUST,JST,8902080000,246354198,0.02767
119,ICON,ICX,919483096,246077033,0.26763
120,Reserve Rights,RSR,42302323974,244238600,0.00577
121,Optimism,OP,234748364,243485446,1.03722
122,IOST,IOST,18588745668,242342009,0.01304
123,Golem,GLM,1000000000,241379099,0.24138
124,Audius,AUDIO,818441374,236156750,0.28854
125,Hive,HIVE,434628723,232202178,0.53425
126,Storj,STORJ,409514778,223507680,0.54579
127,Celsius,CEL,238863520,222915617,0.93323
128,Ontology,ONT,875249524,211319239,0.24144
129,WAX,WAXP,2153908294,209214991,0.09713
130,Serum,SRM,263244669,203975877,0.77485
131,Siacoin,SC,51792172992,202357355,0.00391
132,Horizen,ZEN,12756381,199086220,15.60679
133,Moonbeam,GLMR,361035888,197859232,0.54803
134,MXC,MXC,2642132372,190039377,0.07193
135,Secret,SCRT,163295557,189131301,1.15821
136,ABBC Coin,ABBC,1009272150,187989948,0.18626
137,Immutable X,IMX,235284001,187213376,0.79569
138,Chia,XCH,4916775,185252358,37.67762
139,UMA,UMA,68715424,184360273,2.68295
140,Braintrust,BTRST,91803328,183607037,2.0
141,SXP,SXP,495541322,180816019,0.36489
142,SKALE Network,SKL,3676102671,176468225,0.048
143,Polymath,POLY,924998413,174168860,0.18829
144,WOO Network,WOO,1145936933,173366827,0.15129
145,SwissBorg,CHSB,1000000000,170776075,0.17078
146,Smooth Love Potion,SLP,43319968385,167055614,0.00386
147,Casper,CSPR,5739164006,162370723,0.02829
148,APENFT,NFT,277080562500000,160446861,0.0
149,DigiByte,DGB,15601048260,159879559,0.01025
150,Dogelon Mars,ELON,548740571930946,156107850,0.0
151,DAO Maker,DAO,90713907,155781619,1.71728
152,Voyager Token,VGX,278482214,150686041,0.5411
153,PlayDapp,PLA,423447002,146019629,0.34484
154,Civic,CVC,1000000000,142716240,0.14272
155,CEEK VR,CEEK,803717779,141382092,0.17591
156,SushiSwap,SUSHI,127244443,137384269,1.07969
157,Bitcoin Standard Hashrate Token,BTCST,12201404,135587689,11.11247
158,Ellipsis,EPS,723701572,134908234,0.18641
159,Keep Network,KEEP,855798667,134700537,0.1574
160,Pundi X (New),PUNDIX,258491637,134476319,0.52023
161,Lisk,LSK,128900445,134455034,1.04309
162,Spell Token,SPELL,98299005465,133819775,0.00136
163,Nervos Network,CKB,33340068750,131533752,0.00395
164,Render Token,RNDR,253798860,130399048,0.51379
165,Celer Network,CELR,7085488367,129900686,0.01833
166,MediBloc,MED,6222777786,128615694,0.02067
167,Energy Web Token,EWT,30062138,128397930,4.27108
168,Ren,REN,999037500,119316626,0.11943
169,Conflux,CFX,2090735404,118716680,0.05678
170,Nano,XNO,133248297,118138894,0.88661
171,WINkLink,WIN,961737300000,116190384,0.00012
172,ConstitutionDAO,PEOPLE,5060137335,116069554,0.02294
173,Injective,INJ,71005554,113395603,1.597
174,Ontology Gas,ONG,316887697,112626968,0.35542
175,NuCypher,NU,703000000,112355376,0.15982
176,Orbs,ORBS,2876767039,111535960,0.03877
177,Request,REQ,999830316,110205901,0.11022
178,iExec RLC,RLC,80999785,108411005,1.33841
179,dYdX,DYDX,65569295,107914727,1.64581
180,Function X,FX,408520357,105840083,0.25908
181,Ardor,ARDR,998999495,104288442,0.10439
182,Ultra,UOS,303793578,104215850,0.34305
183,Rally,RLY,3211062069,103421096,0.03221
184,Tribe,TRIBE,453448622,103411506,0.22806
185,Powerledger,POWR,485339140,100994622,0.20809
186,MX TOKEN,MX,100000000,99994491,0.99994
187,Numeraire,NMR,5888504,99734020,16.93707
188,COTI,COTI,1108643952,99397362,0.08966
189,Status,SNT,3470483788,98960628,0.02851
190,Velas,VLX,2343214766,98935259,0.04222
191,XYO,XYO,12844821266,97148912,0.00756
192,Telcoin,TEL,61728700558,96318244,0.00156
193,API3,API3,56547601,96307929,1.70313
194,Ocean Protocol,OCEAN,613099141,94852749,0.15471
195,Prom,PROM,16450000,94766925,5.76091
196,Chromia,CHR,567369439,94468697,0.1665
197,sUSD,SUSD,92621134,93354113,1.00791
198,Constellation,DAG,1266911931,93095569,0.07348
199,Dent,DENT,99007791203,93086017,0.00094
200,HEX,HEX,173411074413,7330364139,0.04227
201,Wrapped TRON,WTRX,101676082428,6345599404,0.06241
202,Lido Staked ETH,stETH,3487728,5089659171,1459.30508
203,yOUcash,YOUC,8617397990,4406245088,0.51132
204,Bitcoin BEP2,BTCB,105215,2125322457,20199.80475
205,Chain,XCN,21472783889,1816328646,0.08459
206,Toncoin,TON,1221401181,1621280920,1.32739
207,Frax,FRAX,1448771031,1448367686,0.99972
208,Wrapped BNB,WBNB,4356569,1234382738,283.33827
209,BitDAO,BIT,2060868173,1142635125,0.55444
210,Terra Classic,LUNC,6583136505651,858055938,0.00013
211,BitTorrent,BTTOLD,990000000000,846922860,0.00086
212,Huobi BTC,HBTC,38969,786427582,20180.85098
213,DeFiChain,DFI,510738161,458633532,0.89798
214,Tether Gold,XAUT,246524,427612425,1734.56712
215,GensoKishi Metaverse,MV,1709312901,329409201,0.19271
216,Counos X,CCXX,17918635,323328354,18.04425
217,Osmosis,OSMO,282464369,322153158,1.14051
218,NXM,NXM,6554002,321714234,49.08669
219,ZEON,ZEON,30529103436,272807092,0.00894
220,Threshold,T,8245460686,265409283,0.03219
221,WEMIX,WEMIX,123233682,256793915,2.0838
222,BinaryX,BNX,2022898,255313897,126.21195
223,Safe,SAFE,20835499,233382347,11.20119
224,Rocket Pool,RPL,10279742,229454558,22.32104
225,LINK,LN,6168502,220867406,35.80568
226,Fruits,FRTS,21066845547,216302913,0.01027
227,Terra,LUNA,127475474,206931327,1.6233
228,Liquity USD,LUSD,181810642,188445107,1.03649
229,Metaverse Dualchain Network Architecture,DNA,20143656744,179106613,0.00889
230,Synapse,SYN,139773376,165741643,1.18579
231,HUSD,HUSD,160663906,160423503,0.9985
232,VVS Finance,VVS,24448210434719,154356790,1e-05
233,Baby Doge Coin,BabyDoge,115113333036839008,154272880,0.0
234,ssv.network,SSV,10000000,142513484,14.25135
235,Astar,ASTR,3762216578,142466625,0.03787
236,MetisDAO,METIS,4386103,138805886,31.64675
237,Humanscape,HUM,831409623,132531710,0.15941
238,Chainbing,CBG,33000000,125428259,3.80086
239,MVL,MVL,21652958863,125170501,0.00578
240,STASIS EURO,EURS,124125940,123090426,0.99166
241,RadioCaca,RACA,327274264160,122015833,0.00037
242,MaidSafeCoin,MAID,452552412,117179441,0.25893
243,LooksRare,LOOKS,469539052,114121373,0.24305
244,PlatonCoin,PLTC,114099391,113105619,0.99129
245,Centrifuge,CFG,302266191,113017088,0.3739
246,Everscale,EVER,1235409620,111937100,0.09061
247,Wrapped Everscale,WEVER,1235409620,111306565,0.0901
248,USDX [Kava],USDX,111567264,106992243,0.95899
249,SafeMoon,SAFEMOON,562090316026222,106897392,0.0
250,Stargate Finance,STG,133272369,103295616,0.77507
251,Venus USDC,vUSDC,4771015133,103053674,0.0216
252,Ergo,ERG,32012428,99517427,3.10871
253,Orbit Chain,ORC,614793591,98289979,0.15987
254,NEST Protocol,NEST,2911743948,97077499,0.03334
255,Anyswap,ANY,18639320,96874583,5.19732
256,Wrapped Velas,WVLX,2279175680,95737591,0.04201
257,AVINOC,AVINOC,389244472,94747629,0.24341
258,Acala Token,ACA,487394605,92731081,0.19026
259,Bancor,BNT,205394087,92471805,0.45022
260,Frax Share,FXS,16209405,92043203,5.67838
261,Syscoin,SYS,658679537,91838818,0.13943
262,inSure DeFi,SURE,26790063175,91196475,0.0034
263,Steem,STEEM,394951699,87583913,0.22176
264,Biconomy,BICO,172200411,87010967,0.50529
265,Project Galaxy,GAL,35161333,86526371,2.46084
266,Raydium,RAY,131138551,85506499,0.65203
267,Cartesi,CTSI,606285058,85478009,0.14099
268,Uquid Coin,UQC,10000000,85068236,8.50682
269,FUNToken,FUN,10962808529,85038845,0.00776
270,Stratis,STRAX,140372235,83611097,0.59564
271,Biswap,BSW,273579477,83610205,0.30562
272,Metacraft,MCT,52661120,83544163,1.58645
273,Hxro,HXRO,428521116,83426826,0.19469
274,Augur,REP,11000000,82910417,7.53731
275,Coin98,C98,216944444,82716285,0.38128
276,OriginTrail,TRAC,365438455,82714588,0.22634
277,Revain,REV,85061485690,81656677,0.00096
278,Maple,MPL,4417986,81535658,18.45539
279,Pirate Chain,ARRR,193709158,80930507,0.41779
280,Vulcan Forged PYR,PYR,23897700,80220370,3.35682
281,Persistence,XPRT,118367251,79186882,0.66899
282,JOE,JOE,315895419,79150573,0.25056
283,Liquity,LQTY,81395776,78866310,0.96892
284,Aurora,AURORA,65639272,78627196,1.19787
285,WhiteCoin,XWC,744201249,78533787,0.10553
286,Metal,MTL,66588888,77705237,1.16694
287,LUKSO,LYXe,15205916,77673826,5.10813
288,StormX,STMX,10000000000,77292022,0.00773
289,MobileCoin,MOB,74218324,76751462,1.03413
290,Bifrost,BFC,1070413399,75857875,0.07087
291,Euro Coin,EUROC,75739151,75702854,0.99952
292,Ampleforth Governance Token,FORTH,15297897,75028564,4.9045
293,Shentu,CTK,84985142,74949886,0.88192
294,WazirX,WRX,381856872,74456789,0.19499
295,Creditcoin,CTC,207254279,74140082,0.35773
296,VeThor Token,VTHO,45630180356,73479874,0.00161
297,Reef,REEF,19942500949,73349397,0.00368
298,Adshares,ADS,29692766,72836831,2.45302
299,STP,STPT,1648670278,72513879,0.04398
300,NKN,NKN,700000000,71545553,0.10221
301,Mdex,MDX,916765098,71363907,0.07784
302,Orchid,OXT,690690084,71295406,0.10322
303,Loom Network,LOOM,1300000000,71087164,0.05468
304,renBTC,RENBTC,3459,71085483,20550.87684
305,Freeway Token,FWT,10000000000,70996768,0.0071
306,aelf,ELF,501962554,70593709,0.14064
307,Radicle,RAD,32286226,69650418,2.15728
308,UFO Gaming,UFO,25757575757576,69064181,0.0
309,Rakon,RKN,242857143,67555798,0.27817
310,QuarkChain,QKC,6399906497,67260031,0.01051
311,Seedify.fund,SFUND,33644495,66943185,1.98972
312,Origin Protocol,OGN,388570733,66481244,0.17109
313,Tellor,TRB,1703442,65952198,38.71702
314,Alchemy Pay,ACH,4943691067,65595629,0.01327
315,Alien Worlds,TLM,2611487653,64818401,0.02482
316,Mrweb Finance,AMA,30000000,64630587,2.15435
317,Moonriver,MOVR,5199486,64376204,12.38126
318,Fetch.ai,FET,746113681,64203588,0.08605
319,Aleph.im,ALEPH,245676229,63972226,0.26039
320,SOMESING,SSX,2663761477,63917247,0.024
321,Venus,XVS,12170524,63735543,5.23688
322,RSK Smart Bitcoin,RBTC,3135,63323244,20198.80191
323,Dawn Protocol,DAWN,74464266,63235304,0.8492
324,Perpetual Protocol,PERP,90775000,62954291,0.69352
325,MyNeighborAlice,ALICE,30600000,62746295,2.05053
326,Aragon,ANT,39609523,62361984,1.57442
327,Metadium,META,1687369624,62195861,0.03686
328,Boba Network,BOBA,171624232,61553514,0.35865
329,Strike,STRK,3331911,61065083,18.32735
330,Rari Governance Token,RGT,12471977,60744997,4.87052
331,Sologenic,SOLO,399947699,60644688,0.15163
332,Aavegotchi,GHST,46967219,60420233,1.28643
333,Bloktopia,BLOK,17536640676,60230470,0.00343
334,BarnBridge,BOND,9581390,59935481,6.25541
335,HedgeTrade,HEDG,348731468,59870836,0.17168
336,Yield Guild Games,YGG,116331159,59663309,0.51287
337,Wirex Token,WXT,10000000000,59445165,0.00594
338,Ark,ARK,139286329,59329952,0.42596
339,Sun (New),SUN,10514908025,58911567,0.0056
340,TitanSwap,TITAN,53404160,58446766,1.09442
341,Venus BUSD,vBUSD,2694770470,58298664,0.02163
342,1eco,1ECO,26441001,58238382,2.20258
343,Utrust,UTK,490000000,58133614,0.11864
344,Everipedia,IQ,11166619627,57624108,0.00516
345,Propy,PRO,82050200,57383266,0.69937
346,Locus Chain,LOCUS,879808261,57260521,0.06508
347,XSGD,XSGD,81392948,57227626,0.7031
348,GlitzKoin,GTN,247499428,57125748,0.23081
349,Veritaseum,VERI,2149646,56888982,26.46435
350,Beta Finance,BETA,483166667,56608102,0.11716
351,cVault.finance,CORE,10000,56563847,5656.3847
352,Santos FC Fan Token,SANTOS,4550000,56424847,12.40107
353,MovieBloc,MBL,14429101268,56087063,0.00389
354,RSK Infrastructure Framework,RIF,894260004,55409968,0.06196
355,CENNZnet,CENNZ,1200000000,55191069,0.04599
356,Vai,VAI,57498554,54291526,0.94422
357,Alpha Venture DAO,ALPHA,446330126,54001597,0.12099
358,ASD,ASD,660615274,53999879,0.08174
359,SuperFarm,SUPER,403829654,53307924,0.13201
360,Hifi Finance,MFT,10000000000,53100835,0.00531
361,Telos,TLOS,270123444,52313917,0.19367
362,Celo Dollar,CUSD,52147150,51754517,0.99247
363,GXChain,GXC,75000000,51563325,0.68751
364,ThunderCore,TT,9514061657,51494719,0.00541
365,Dusk Network,DUSK,410078542,51220822,0.1249
366,bZx Protocol,BZRX,517654475,51139308,0.09879
367,Illuvium,ILV,650861,50953974,78.28703
368,Mines of Dalarnia,DAR,208484058,50884855,0.24407
369,Decentralized Social,DESO,8884536,50664149,5.70251
370,Ampleforth,AMPL,56999383,50538257,0.88665
371,Enzyme,MLN,2038519,50483365,24.76473
372,H2O DAO,H2O,86228944,50341239,0.58381
373,Verasity,VRA,10343094362,49774700,0.00481
374,SingularityNET,AGIX,1092580882,49629954,0.04542
375,Aergo,AERGO,408500000,49568593,0.12134
376,XCAD Network,XCAD,31199629,49245854,1.57841
377,MOBOX,MBOX,79853076,48978158,0.61335
378,BakeryToken,BAKE,193529285,48849785,0.25242
379,Verge,XVG,16510565938,48835721,0.00296
380,Polkastarter,POLS,99221432,48811544,0.49195
381,Origin Dollar,OUSD,48542991,48338250,0.99578
382,Astrafer,ASTRAFER,14054121,48111537,3.4233
383,DEAPcoin,DEP,7227982732,47799964,0.00661
384,ONUS,ONUS,97106390,47797538,0.49222
385,Badger DAO,BADGER,12539396,47543511,3.79153
386,World Mobile Token,WMT,243955714,47523535,0.1948
387,IDEX,IDEX,673170047,47408634,0.07043
388,Efforce,WOZX,527135519,47327661,0.08978
389,dKargo,DKA,1017709366,47220734,0.0464
390,LCX,LCX,767822119,47195506,0.06147
391,DeFi Pulse Index,DPI,558983,46984271,84.05313
392,Dero,DERO,12801175,46792683,3.65534
393,XMON,XMON,1495,46372073,31018.10903
394,Super Zero Protocol,SERO,366040927,46201843,0.12622
395,TomoChain,TOMO,92463625,46014134,0.49765
396,Electroneum,ETN,17927116777,45468908,0.00254
397,HUNT,HUNT,110357399,45222465,0.40978
398,Divi,DIVI,3032988258,45110675,0.01487
399,YooShi,YOOSHI,373884177231307,44889108,0.0
400,Proton,XPR,13828372774,44552952,0.00322
401,Mango,MNGO,1000000000,44126715,0.04413
402,ARPA Chain,ARPA,1242888889,44018186,0.03542
403,Cocos-BCX,COCOS,66860636,43872706,0.65618
404,Band Protocol,BAND,35191821,43851471,1.24607
405,Travala.com,AVA,51598537,43497951,0.84301
406,AXEL,AXEL,283102718,43494474,0.15363
407,Alpine F1 Team Fan Token,ALPINE,11360000,42467572,3.73834
408,Splintershards,SPS,803646720,42425455,0.05279
409,e-Radix,EXRD,734834633,41800436,0.05688
410,Ankr Reward Bearing Staked ETH,aETHc,29330,41651450,1420.09717
411,Marlin,POND,3906753055,41453739,0.01061
412,JasmyCoin,JASMY,4754930780,41285299,0.00868
413,Cult DAO,CULT,4318690730920,41243907,1e-05
414,mStable USD,MUSD,41085970,40677955,0.99007
415,S.S. Lazio Fan Token,LAZIO,8600000,40493647,4.70856
416,Ribbon Finance,RBN,162123922,40491879,0.24976
417,FC Porto Fan Token,PORTO,7800000,40437356,5.18428
418,SafePal,SFP,108166667,40326348,0.37282
419,RichQUACK.com,QUACK,44085961274152304,40242121,0.0
420,Orion Protocol,ORN,34146255,39771190,1.16473
421,Carry,CRE,8790810727,39548610,0.0045
422,Chrono.tech,TIME,710112,39364083,55.43363
423,Hyperion,HYN,203783085,39321822,0.19296
424,RAMP,RAMP,477838740,39214581,0.08207
425,Alpaca Finance,ALPACA,141603872,38526091,0.27207
426,Flamingo,FLM,312284062,38397062,0.12296
427,Komodo,KMD,133299745,38324432,0.28751
428,Starlink,STARL,9979172029858,38115467,0.0
429,Mask Network,MASK,29130723,37985991,1.30398
430,Bluzelle,BLZ,336849974,37823651,0.11229
431,CONUN,CON,2897405859,37799384,0.01305
432,XeniosCoin,XNC,76274958,37704147,0.49432
433,AIOZ Network,AIOZ,654434805,37641485,0.05752
434,RSS3,RSS3,319388557,37634379,0.11783
435,Wanchain,WAN,192701891,37562695,0.19493
436,Mrweb Finance,AMA,9996999999,37374253,0.00374
437,TROY,TROY,8905660523,36882923,0.00414
438,Samoyedcoin,SAMO,3657134467,36843411,0.01007
439,Akash Network,AKT,113861304,36639719,0.32179
440,FLETA,FLETA,2000000000,36421896,0.01821
441,Alchemix,ALCX,1524130,36334475,23.83949
442,Unifi Protocol DAO,UNFI,4515405,36140414,8.0038
443,Syntropy,NOIA,586301860,36132105,0.06163
444,KardiaChain,KAI,3986300000,36118363,0.00906
445,Vega Protocol,VEGA,26630492,35724783,1.3415
446,Chimpion,BNANA,31727387,35679394,1.12456
447,BitMart Token,BMX,173717945,35626128,0.20508
448,Elastos,ELA,20346868,35620601,1.75067
449,Wrapped KardiaChain,WKAI,3986300000,35339038,0.00887
450,TrueFi,TRU,548956194,34870525,0.06352
451,DFI.Money,YFII,38596,34823185,902.24855
452,CargoX,CXO,207558157,34420482,0.16584
453,Virtua,TVK,767287930,34168123,0.04453
454,DxChain Token,DX,50000000000,33646202,0.00067
455,Alpha Quark Token,AQT,26640784,33591127,1.26089
456,Alitas,ALT,60000000,33551437,0.55919
457,KILT Protocol,KILT,49420140,33547155,0.67882
458,Refereum,RFR,4999180100,33510060,0.0067
459,ONBUFF,ONIT,770075466,33400964,0.04337
460,Linear Finance,LINA,4164976908,33323023,0.008
461,Celo Euro,CEUR,33884423,33293523,0.98256
462,EverRise,RISE,63879133973,33261992,0.00052
463,LTO Network,LTO,393878954,33243913,0.0844
464,Moss Coin,MOC,379623956,33092401,0.08717
465,BENQI,QI,2686016085,32393861,0.01206
466,Venus USDT,vUSDT,1486153169,32370146,0.02178
467,KOK,KOK,107333422,32358447,0.30148
468,Bella Protocol,BEL,48000000,32240517,0.67168
469,MEVerse,MEV,1654645034,32159246,0.01944
470,REI Network,REI,950000000,32115148,0.03381
471,Neutrino Token,NSBT,2744632,31991470,11.65601
472,LATOKEN,LA,380105462,31840174,0.08377
473,MonaCoin,MONA,65729675,31837367,0.48437
474,Handshake,HNS,523286654,31746082,0.06067
475,Steem Dollars,SBD,11575696,31737703,2.74175
476,Presearch,PRE,396578435,31426191,0.07924
477,Qredo,QRDO,132853411,31364349,0.23608
478,Karura,KAR,67691667,31308351,0.46251
479,Gitcoin,GTC,14198202,31287947,2.20366
480,RIZON,ATOLO,1829479644,31260383,0.01709
481,FirmaChain,"FCT,FCT2",509053599,30871837,0.06065
482,Sentinel Protocol,UPP,459834811,30833835,0.06705
483,DIA,DIA,82300225,30738500,0.37349
484,BitShares,BTS,2994550000,30591105,0.01022
485,Merit Circle,MC,42592000,30535369,0.71693
486,HI,HI,503699436,30503158,0.06056
487,Sport and Leisure,SNL,678662953,30457721,0.04488
488,Nash,NEX,29166201,30453019,1.04412
489,Toko Token,TKO,108500000,30377205,0.27997
490,CoinLoan,CLT,1950000,30370462,15.5746
491,Wing Finance,WING,2785427,30273799,10.86864
492,Metahero,HERO,5095643290,30183883,0.00592
493,RMRK,RMRK,9500000,30114130,3.16991
494,smARTOFGIVING,AOG,73780484,29857106,0.40467
495,Decentral Games,DG,555446521,29801220,0.05365
496,Nestree,EGG,2675880474,29786164,0.01113
497,RAI Finance,SOFI,197613825,29555676,0.14956
498,Æternity,AE,350441940,29066492,0.08294
499,Circuits of Value,COVAL,1786426259,29056910,0.01627
500,Hathor,HTR,235594744,28967236,0.12295
501,Phala Network,PHA,272000000,28947229,0.10642
502,Phantasma,SOUL,106514230,28888424,0.27122
503,Contentos,COS,4153834981,28840638,0.00694
504,Harvest Finance,FARM,680602,28806730,42.32537
505,Reserve,RSV,28850667,28773271,0.99732
506,CLV,CLV,319624603,28771678,0.09002
507,Bitcoin Diamond,BCD,186492898,28720823,0.154
508,Beefy Finance,BIFI,72000,28709665,398.74535
509,OpenDAO,SOS,100000000000000,28691319,0.0
510,Cobak Token,CBK,31790638,28646043,0.90108
511,LeverFi,LEVER,12920376191,28539373,0.00221
512,USDK,USDK,28600072,28469736,0.99544
513,Anchor Protocol,ANC,350381852,28394340,0.08104
514,Tokenlon Network Token,LON,44559365,27895817,0.62604
515,MiL.k,MLK,78160812,27877430,0.35667
516,Hoo Token,HOO,82430424,27780499,0.33702
517,Kava Lend,HARD,134791668,27742854,0.20582
518,Automata Network,ATA,172252000,27688917,0.16075
519,FIO Protocol,FIO,607631966,27422399,0.04513
520,CoinEx Token,CET,708633582,27407220,0.03868
521,Assemble Protocol,ASM,1182829761,27369230,0.02314
522,Boson Protocol,BOSON,90257688,26867080,0.29767
523,BurgerCities,BURGER,24125000,26785587,1.11028
524,Litentry,LIT,37132164,26733433,0.71995
525,GMT Token,GMT,263581074,26519865,0.10061
526,Unibright,UBT,149999999,26498027,0.17665
527,TokenPocket,TPT,3466457400,26294202,0.00759
528,Pitbull,PIT,40192158063660000,26238001,0.0
529,IRISnet,IRIS,1359054994,26235972,0.0193
530,district0x,DNT,600000000,26179875,0.04363
531,Dvision Network,DVI,382696290,26084955,0.06816
532,Wrapped NXM,WNXM,1676964,26064068,15.54241
533,apM Coin,APM,361875000,25928536,0.07165
534,Groestlcoin,GRS,80764469,25815377,0.31964
